StudentID,Gender,Grade,Internet Access,Maths,Science,English,History,Computer,Attendance(%),Recommendation
S78588,Male,11,Yes,100,100,84,87,100,92,Eligible for Advanced Courses
S78589,Male,10,Yes,77,86,80,77,80,88,Eligible for Advanced Courses
S78590,Male,11,Yes,85,89,86,77,88,87,Eligible for Advanced Courses
S78591,Male,11,Yes,80,92,77,82,75,90,Eligible for Advanced Courses
S78592,Female,11,Yes,96,99,100,89,100,100,Eligible for Advanced Courses
S78593,Male,11,Yes,96,100,100,100,96,89,Eligible for Advanced Courses
S78594,Female,10,No,83,100,69,75,92,96,Eligible for Advanced Courses
S78595,Male,11,Yes,54,51,50,49,41,77,High Risk of Failure
S78596,Male,10,Yes,34,34,30,34,49,82,High Risk of Failure
S78597,Male,9,Yes,79,76,76,75,89,88,Eligible for Advanced Courses
S78598,Female,12,Yes,76,72,72,78,97,92,Eligible for Advanced Courses
S78599,Female,10,Yes,78,77,66,69,87,93,Eligible for Advanced Courses
S78600,Female,10,Yes,83,74,81,71,100,89,Eligible for Advanced Courses
S78601,Female,9,No,89,91,85,83,100,100,Eligible for Advanced Courses
S78602,Male,10,Yes,76,82,73,77,95,89,Eligible for Advanced Courses
S78603,Male,12,Yes,57,41,49,39,33,100,High Risk of Failure
S78604,Female,11,No,87,81,79,72,85,98,Eligible for Advanced Courses
S78605,Female,9,Yes,82,82,74,66,89,86,Eligible for Advanced Courses
S78606,Male,12,Yes,100,82,69,83,60,96,Eligible for Advanced Courses
S78607,Male,12,Yes,47,48,48,58,41,83,High Risk of Failure
S78608,Female,11,Yes,79,82,80,72,85,100,Eligible for Advanced Courses
S78609,Female,10,Yes,100,100,82,85,97,100,Eligible for Advanced Courses
S78610,Female,11,Yes,51,47,42,39,64,71,High Risk of Failure
S78611,Male,11,Yes,95,89,91,89,100,97,Eligible for Advanced Courses
S78612,Female,12,No,50,58,48,35,50,70,High Risk of Failure
S78613,Female,12,Yes,92,93,96,85,100,93,Eligible for Advanced Courses
S78614,Male,10,Yes,85,74,71,77,100,88,Eligible for Advanced Courses
S78615,Male,10,Yes,84,92,87,97,93,89,Eligible for Advanced Courses
S78616,Male,11,Yes,82,73,74,60,100,90,Eligible for Advanced Courses
S78617,Female,10,Yes,36,30,30,34,32,99,High Risk of Failure
S78618,Female,9,Yes,100,94,98,88,88,87,Eligible for Advanced Courses
S78619,Female,10,No,57,50,34,40,67,84,High Risk of Failure
S78620,Male,12,Yes,78,61,74,75,92,100,Eligible for Advanced Courses
S78621,Female,9,Yes,90,96,83,81,100,90,Eligible for Advanced Courses
S78622,Female,12,Yes,88,80,85,84,92,92,Eligible for Advanced Courses
S78623,Male,11,Yes,75,81,80,89,67,98,Eligible for Advanced Courses
S78624,Male,11,Yes,43,40,31,30,54,86,High Risk of Failure
S78625,Female,11,Yes,38,30,30,30,62,78,High Risk of Failure
S78626,Male,12,Yes,93,99,100,91,100,90,Eligible for Advanced Courses
S78627,Female,12,Yes,77,88,81,71,89,95,Eligible for Advanced Courses
S78628,Male,12,Yes,95,100,98,95,100,88,Eligible for Advanced Courses
S78629,Male,10,Yes,41,41,33,30,56,83,High Risk of Failure
S78630,Female,10,Yes,52,41,40,48,50,76,High Risk of Failure
S78631,Female,9,Yes,91,77,92,89,100,100,Eligible for Advanced Courses
S78632,Female,11,No,53,41,38,39,62,90,High Risk of Failure
S78633,Female,9,No,92,87,82,81,85,92,Eligible for Advanced Courses
S78634,Female,10,Yes,71,74,73,79,89,91,Eligible for Advanced Courses
S78635,Female,12,Yes,89,92,91,85,75,95,Eligible for Advanced Courses
S78636,Female,12,Yes,88,98,94,77,93,86,Eligible for Advanced Courses
S78637,Male,10,No,86,87,71,87,74,95,Eligible for Advanced Courses
S78638,Female,10,No,84,91,78,71,78,89,Eligible for Advanced Courses
S78639,Male,11,Yes,80,86,87,77,92,100,Eligible for Advanced Courses
S78640,Male,9,Yes,93,88,85,91,97,88,Eligible for Advanced Courses
S78641,Male,12,Yes,50,48,41,44,52,89,High Risk of Failure
S78642,Male,11,Yes,80,83,57,81,93,92,Eligible for Advanced Courses
S78643,Female,10,Yes,88,84,76,97,87,86,Eligible for Advanced Courses
S78644,Male,12,Yes,38,41,37,30,71,78,High Risk of Failure
S78645,Female,9,Yes,46,43,46,48,44,72,High Risk of Failure
S78646,Female,11,No,100,100,100,89,89,87,Eligible for Advanced Courses
S78647,Female,10,Yes,48,50,35,40,30,75,High Risk of Failure
S78648,Male,9,Yes,49,45,47,51,47,80,High Risk of Failure
S78649,Male,12,Yes,85,89,81,79,83,93,Eligible for Advanced Courses
S78650,Female,11,Yes,92,79,80,82,84,98,Eligible for Advanced Courses
S78651,Female,10,Yes,37,36,30,36,45,89,High Risk of Failure
S78652,Male,10,Yes,46,58,46,40,58,68,High Risk of Failure
S78653,Male,12,No,78,71,75,76,78,86,Eligible for Advanced Courses
S78654,Male,10,Yes,81,76,71,81,92,100,Eligible for Advanced Courses
S78655,Female,12,Yes,90,78,99,85,94,98,Eligible for Advanced Courses
S78656,Female,10,Yes,93,81,91,83,91,91,Eligible for Advanced Courses
S78657,Male,10,Yes,82,81,72,65,99,90,Eligible for Advanced Courses
S78658,Male,9,No,100,100,94,98,100,96,Eligible for Advanced Courses
S78659,Female,9,Yes,100,89,86,83,100,88,Eligible for Advanced Courses
S78660,Female,10,Yes,73,84,76,74,84,85,Eligible for Advanced Courses
S78661,Male,11,Yes,78,78,73,67,88,87,Eligible for Advanced Courses
S78662,Female,9,Yes,77,77,87,66,88,92,Eligible for Advanced Courses
S78663,Male,9,Yes,52,51,46,46,53,93,High Risk of Failure
S78664,Male,11,No,79,71,86,75,77,100,Eligible for Advanced Courses
S78665,Male,12,Yes,85,95,85,79,100,91,Eligible for Advanced Courses
S78666,Male,9,Yes,82,89,87,83,100,90,Eligible for Advanced Courses
S78667,Male,12,Yes,94,95,100,88,100,86,Eligible for Advanced Courses
S78668,Female,9,Yes,85,94,81,77,86,87,Eligible for Advanced Courses
S78669,Female,12,Yes,47,41,35,30,45,83,High Risk of Failure
S78670,Male,9,No,52,51,35,52,54,86,High Risk of Failure
S78671,Female,11,Yes,30,34,33,30,30,74,High Risk of Failure
S78672,Male,12,No,90,97,89,84,100,86,Eligible for Advanced Courses
S78673,Female,9,Yes,42,64,39,31,65,64,High Risk of Failure
S78674,Male,11,Yes,85,74,71,76,92,88,Eligible for Advanced Courses
S78675,Male,11,Yes,95,100,87,84,100,85,Eligible for Advanced Courses
S78676,Male,9,Yes,40,46,39,36,56,94,High Risk of Failure
S78677,Male,11,Yes,89,71,78,81,78,90,Eligible for Advanced Courses
S78678,Male,11,Yes,100,94,95,95,80,95,Eligible for Advanced Courses
S78679,Female,12,Yes,91,83,84,78,100,96,Eligible for Advanced Courses
S78680,Male,10,Yes,75,76,71,76,82,92,Eligible for Advanced Courses
S78681,Female,12,Yes,99,100,81,96,95,89,Eligible for Advanced Courses
S78682,Female,10,Yes,52,46,42,45,62,85,High Risk of Failure
S78683,Female,9,Yes,44,45,39,30,30,82,High Risk of Failure
S78684,Female,10,Yes,78,83,73,70,96,92,Eligible for Advanced Courses
S78685,Male,12,No,100,93,80,81,94,94,Eligible for Advanced Courses
S78686,Female,10,Yes,75,78,73,71,93,86,Eligible for Advanced Courses
S78687,Female,9,Yes,82,78,71,69,86,86,Eligible for Advanced Courses
S78688,Male,11,Yes,71,81,73,72,83,99,Eligible for Advanced Courses
S78689,Male,11,No,99,95,91,100,100,91,Eligible for Advanced Courses
S78690,Male,12,No,42,41,37,30,54,82,High Risk of Failure
S78691,Female,11,Yes,38,44,47,46,47,82,High Risk of Failure
S78692,Female,10,No,87,75,79,65,70,90,Eligible for Advanced Courses
S78693,Female,12,Yes,34,39,41,42,50,60,High Risk of Failure
S78694,Male,11,Yes,92,100,86,82,88,85,Eligible for Advanced Courses
S78695,Female,9,Yes,78,79,83,74,89,92,Eligible for Advanced Courses
S78696,Male,10,Yes,44,49,30,47,73,88,High Risk of Failure
S78697,Male,9,Yes,85,90,93,79,99,89,Eligible for Advanced Courses
S78698,Female,11,No,94,88,98,90,100,98,Eligible for Advanced Courses
S78699,Male,12,No,100,80,99,70,100,91,Eligible for Advanced Courses
S78700,Male,9,Yes,96,100,100,92,100,85,Eligible for Advanced Courses
S78701,Male,9,Yes,87,85,81,83,91,93,Eligible for Advanced Courses
S78702,Female,9,Yes,46,53,42,45,62,79,High Risk of Failure
S78703,Female,10,Yes,54,53,33,60,45,81,High Risk of Failure
S78704,Female,9,Yes,77,78,74,75,78,88,Eligible for Advanced Courses
S78705,Female,9,Yes,33,50,30,30,51,92,High Risk of Failure
S78706,Female,10,Yes,59,43,35,41,62,72,High Risk of Failure
S78707,Male,11,Yes,69,75,75,81,89,93,Eligible for Advanced Courses
S78708,Male,10,Yes,83,84,72,73,74,92,Eligible for Advanced Courses
S78709,Female,12,No,91,85,75,83,100,87,Eligible for Advanced Courses
S78710,Male,10,Yes,98,84,76,82,100,85,Eligible for Advanced Courses
S78711,Male,12,Yes,98,94,90,97,76,90,Eligible for Advanced Courses
S78712,Female,9,Yes,82,68,66,80,88,86,Eligible for Advanced Courses
S78713,Female,10,Yes,79,78,75,96,86,92,Eligible for Advanced Courses
S78714,Male,11,Yes,33,30,30,30,45,70,High Risk of Failure
S78715,Male,10,No,88,95,97,93,100,86,Eligible for Advanced Courses
S78716,Female,11,Yes,96,77,77,77,81,95,Eligible for Advanced Courses
S78717,Female,10,Yes,45,54,48,49,46,90,High Risk of Failure
S78718,Female,11,Yes,75,81,72,77,77,87,Eligible for Advanced Courses
S78719,Female,9,Yes,95,93,100,84,98,94,Eligible for Advanced Courses
S78720,Female,10,No,88,94,87,97,100,89,Eligible for Advanced Courses
S78721,Female,9,No,83,83,79,76,100,90,Eligible for Advanced Courses
S78722,Male,11,Yes,48,51,46,52,49,73,High Risk of Failure
S78723,Female,9,Yes,46,47,46,40,54,94,High Risk of Failure
S78724,Female,11,Yes,84,96,83,80,84,100,Eligible for Advanced Courses
S78725,Male,9,Yes,48,46,46,38,37,76,High Risk of Failure
S78726,Female,11,No,88,100,87,91,100,100,Eligible for Advanced Courses
S78727,Female,12,Yes,85,78,78,71,75,85,Eligible for Advanced Courses
S78728,Male,12,No,56,47,45,38,62,90,High Risk of Failure
S78729,Female,11,No,75,76,91,73,78,94,Eligible for Advanced Courses
S78730,Male,9,Yes,73,79,76,84,76,85,Eligible for Advanced Courses
S78731,Male,10,Yes,75,82,76,80,74,100,Eligible for Advanced Courses
S78732,Female,12,Yes,52,47,41,46,50,86,High Risk of Failure
S78733,Female,9,Yes,49,44,41,42,53,65,High Risk of Failure
S78734,Female,12,No,95,92,94,84,100,90,Eligible for Advanced Courses
S78735,Male,9,No,53,48,47,32,52,97,High Risk of Failure
S78736,Female,11,Yes,100,99,96,99,84,85,Eligible for Advanced Courses
S78737,Male,10,No,80,74,72,73,81,85,Eligible for Advanced Courses
S78738,Female,10,No,39,36,33,39,57,81,High Risk of Failure
S78739,Male,11,Yes,92,96,91,85,99,100,Eligible for Advanced Courses
S78740,Male,11,Yes,81,83,87,78,83,93,Eligible for Advanced Courses
S78741,Male,11,Yes,77,81,73,67,86,86,Eligible for Advanced Courses
S78742,Female,9,Yes,77,79,76,70,100,89,Eligible for Advanced Courses
S78743,Female,11,No,74,74,79,62,91,92,Eligible for Advanced Courses
S78744,Female,12,Yes,90,87,74,100,90,86,Eligible for Advanced Courses
S78745,Male,9,Yes,76,74,66,78,87,100,Eligible for Advanced Courses
S78746,Female,11,Yes,48,47,33,49,58,76,High Risk of Failure
S78747,Female,11,Yes,94,100,99,83,100,100,Eligible for Advanced Courses
S78748,Male,9,Yes,72,79,68,64,92,99,Eligible for Advanced Courses
S78749,Female,12,Yes,58,62,52,40,36,87,High Risk of Failure
S78750,Male,12,No,53,47,39,47,61,65,High Risk of Failure
S78751,Male,12,No,90,86,89,88,100,95,Eligible for Advanced Courses
S78752,Female,9,Yes,80,75,85,63,85,96,Eligible for Advanced Courses
S78753,Male,9,Yes,97,89,84,95,83,92,Eligible for Advanced Courses
S78754,Female,10,Yes,71,71,73,75,92,85,Eligible for Advanced Courses
S78755,Male,12,No,99,99,92,76,81,88,Eligible for Advanced Courses
S78756,Male,11,Yes,87,77,92,74,87,89,Eligible for Advanced Courses
S78757,Male,12,Yes,91,91,68,98,93,86,Eligible for Advanced Courses
S78758,Female,9,Yes,91,89,88,100,100,85,Eligible for Advanced Courses
S78759,Male,12,Yes,47,44,51,39,60,95,High Risk of Failure
S78760,Female,11,Yes,40,35,38,40,30,90,High Risk of Failure
S78761,Male,12,No,84,79,82,65,89,96,Eligible for Advanced Courses
S78762,Male,11,Yes,49,52,30,32,69,84,High Risk of Failure
S78763,Male,12,Yes,82,93,84,78,85,88,Eligible for Advanced Courses
S78764,Male,10,Yes,74,82,72,78,92,97,Eligible for Advanced Courses
S78765,Female,11,Yes,97,88,82,83,100,87,Eligible for Advanced Courses
S78766,Male,11,Yes,88,75,66,80,92,87,Eligible for Advanced Courses
S78767,Female,12,Yes,32,33,31,30,35,77,High Risk of Failure
S78768,Male,10,Yes,87,75,86,84,89,85,Eligible for Advanced Courses
S78769,Male,10,Yes,73,79,70,70,89,92,Eligible for Advanced Courses
S78770,Male,12,Yes,87,79,73,83,81,94,Eligible for Advanced Courses
S78771,Female,10,Yes,81,72,75,84,97,100,Eligible for Advanced Courses
S78772,Female,11,No,92,74,76,85,100,93,Eligible for Advanced Courses
S78773,Female,9,Yes,98,88,81,69,100,100,Eligible for Advanced Courses
S78774,Male,10,Yes,85,88,73,71,78,90,Eligible for Advanced Courses
S78775,Female,9,Yes,69,69,85,79,80,90,Eligible for Advanced Courses
S78776,Male,12,Yes,52,44,46,33,59,89,High Risk of Failure
S78777,Male,12,No,83,82,77,75,80,91,Eligible for Advanced Courses
S78778,Male,9,Yes,87,86,83,60,87,90,Eligible for Advanced Courses
S78779,Female,12,No,68,71,74,79,86,90,Eligible for Advanced Courses
S78780,Female,9,Yes,98,94,100,89,100,90,Eligible for Advanced Courses
S78781,Female,9,No,98,97,97,100,100,87,Eligible for Advanced Courses
S78782,Female,12,Yes,60,42,39,54,52,92,High Risk of Failure
S78783,Female,11,Yes,91,82,81,79,74,86,Eligible for Advanced Courses
S78784,Male,10,Yes,54,52,39,38,55,82,High Risk of Failure
S78785,Male,11,Yes,94,92,77,81,100,94,Eligible for Advanced Courses
S78786,Female,11,Yes,88,88,81,96,94,91,Eligible for Advanced Courses
S78787,Female,10,Yes,95,97,88,79,90,87,Eligible for Advanced Courses
S78788,Male,11,Yes,77,83,79,75,95,92,Eligible for Advanced Courses
S78789,Female,9,Yes,70,77,79,76,74,86,Eligible for Advanced Courses
S78790,Male,10,No,77,78,74,76,71,92,Eligible for Advanced Courses
S78791,Female,9,Yes,77,86,82,70,80,93,Eligible for Advanced Courses
S78792,Male,12,Yes,44,44,38,39,48,88,High Risk of Failure
S78793,Male,10,Yes,82,77,79,78,100,87,Eligible for Advanced Courses
S78794,Male,12,Yes,92,100,93,95,100,93,Eligible for Advanced Courses
S78795,Female,10,Yes,55,54,47,43,46,75,High Risk of Failure
S78796,Female,11,Yes,48,56,42,43,58,82,High Risk of Failure
S78797,Male,10,Yes,34,52,51,41,67,96,High Risk of Failure
S78798,Female,9,Yes,94,100,87,99,100,93,Eligible for Advanced Courses
S78799,Male,12,Yes,82,82,83,84,92,85,Eligible for Advanced Courses
S78800,Female,9,Yes,87,83,72,81,94,95,Eligible for Advanced Courses
S78801,Female,10,Yes,83,82,71,86,94,92,Eligible for Advanced Courses
S78802,Male,12,Yes,89,92,87,87,88,86,Eligible for Advanced Courses
S78803,Male,10,Yes,78,80,74,72,98,96,Eligible for Advanced Courses
S78804,Female,11,Yes,35,36,35,30,31,82,High Risk of Failure
S78805,Female,11,Yes,76,79,69,75,88,94,Eligible for Advanced Courses
S78806,Female,9,No,90,82,72,72,87,96,Eligible for Advanced Courses
S78807,Female,10,Yes,82,88,73,90,100,99,Eligible for Advanced Courses
S78808,Male,9,Yes,44,39,36,34,57,81,High Risk of Failure
S78809,Female,10,No,80,87,62,73,82,96,Eligible for Advanced Courses
S78810,Female,10,Yes,82,80,70,70,100,97,Eligible for Advanced Courses
S78811,Male,12,Yes,88,86,82,84,97,93,Eligible for Advanced Courses
S78812,Female,12,Yes,88,91,90,96,99,86,Eligible for Advanced Courses
S78813,Male,10,Yes,85,77,66,75,78,93,Eligible for Advanced Courses
S78814,Female,11,Yes,82,86,85,82,79,98,Eligible for Advanced Courses
S78815,Male,11,No,98,93,84,79,100,89,Eligible for Advanced Courses
S78816,Female,11,No,47,52,30,36,42,74,High Risk of Failure
S78817,Male,10,Yes,80,87,71,83,78,87,Eligible for Advanced Courses
S78818,Male,10,Yes,43,33,34,32,30,73,High Risk of Failure
S78819,Female,10,Yes,73,70,76,80,90,90,Eligible for Advanced Courses
S78820,Male,10,Yes,74,79,74,79,100,85,Eligible for Advanced Courses
S78821,Male,12,Yes,92,87,81,89,77,93,Eligible for Advanced Courses
S78822,Female,10,Yes,71,77,76,63,94,90,Eligible for Advanced Courses
S78823,Male,9,Yes,70,78,77,71,96,97,Eligible for Advanced Courses
S78824,Male,9,Yes,48,44,33,40,36,73,High Risk of Failure
S78825,Male,10,Yes,85,86,83,79,95,89,Eligible for Advanced Courses
S78826,Male,12,Yes,99,91,84,89,100,96,Eligible for Advanced Courses
S78827,Male,10,Yes,99,97,92,96,95,91,Eligible for Advanced Courses
S78828,Female,11,No,81,92,87,81,90,86,Eligible for Advanced Courses
S78829,Male,9,Yes,100,100,93,88,100,87,Eligible for Advanced Courses
S78830,Female,10,Yes,32,30,35,47,45,84,High Risk of Failure
S78831,Female,9,Yes,41,44,45,44,32,91,High Risk of Failure
S78832,Female,11,Yes,80,71,65,68,92,88,Eligible for Advanced Courses
S78833,Female,10,Yes,47,44,39,45,37,67,High Risk of Failure
S78834,Male,10,Yes,79,83,70,70,100,95,Eligible for Advanced Courses
S78835,Female,11,Yes,87,90,92,84,100,91,Eligible for Advanced Courses
S78836,Male,11,No,86,95,79,80,100,98,Eligible for Advanced Courses
S78837,Female,12,No,79,79,74,70,78,92,Eligible for Advanced Courses
S78838,Male,11,No,61,43,49,37,51,86,High Risk of Failure
S78839,Male,9,Yes,85,87,88,98,95,99,Eligible for Advanced Courses
S78840,Male,10,Yes,77,77,76,76,75,99,Eligible for Advanced Courses
S78841,Female,10,Yes,83,80,83,92,84,85,Eligible for Advanced Courses
S78842,Male,10,No,52,30,34,49,31,85,High Risk of Failure
S78843,Female,9,Yes,32,39,55,44,51,83,High Risk of Failure
S78844,Female,12,No,92,97,73,80,100,91,Eligible for Advanced Courses
S78845,Male,12,Yes,73,77,64,77,100,92,Eligible for Advanced Courses
S78846,Male,10,No,52,46,53,48,47,91,High Risk of Failure
S78847,Female,10,Yes,89,89,87,91,81,98,Eligible for Advanced Courses
S78848,Male,11,Yes,94,94,91,90,100,87,Eligible for Advanced Courses
S78849,Male,9,Yes,89,91,84,100,94,96,Eligible for Advanced Courses
S78850,Male,10,Yes,93,96,100,84,86,88,Eligible for Advanced Courses
S78851,Female,12,No,83,84,81,86,86,100,Eligible for Advanced Courses
S78852,Male,11,Yes,81,84,97,70,81,85,Eligible for Advanced Courses
S78853,Male,10,Yes,42,33,34,41,37,74,High Risk of Failure
S78854,Male,9,Yes,93,95,82,89,100,93,Eligible for Advanced Courses
S78855,Male,12,Yes,30,30,33,30,33,80,High Risk of Failure
S78856,Male,10,No,50,46,32,32,48,94,High Risk of Failure
S78857,Male,12,Yes,33,30,30,39,40,72,High Risk of Failure
S78858,Male,12,Yes,79,92,73,67,93,91,Eligible for Advanced Courses
S78859,Female,11,Yes,89,85,82,85,65,98,Eligible for Advanced Courses
S78860,Female,11,No,90,86,74,96,94,92,Eligible for Advanced Courses
S78861,Male,11,No,89,91,90,98,96,87,Eligible for Advanced Courses
S78862,Female,11,Yes,75,80,56,86,81,88,Eligible for Advanced Courses
S78863,Female,12,Yes,84,80,82,83,81,88,Eligible for Advanced Courses
S78864,Male,12,Yes,95,97,91,90,90,94,Eligible for Advanced Courses
S78865,Male,9,Yes,46,43,49,53,39,100,High Risk of Failure
S78866,Female,10,Yes,95,91,82,85,93,91,Eligible for Advanced Courses
S78867,Male,12,Yes,85,89,83,64,100,94,Eligible for Advanced Courses
S78868,Female,12,No,30,39,38,30,37,77,High Risk of Failure
S78869,Male,10,Yes,83,87,83,92,95,94,Eligible for Advanced Courses
S78870,Female,12,Yes,73,77,72,85,88,87,Eligible for Advanced Courses
S78871,Male,9,Yes,46,49,45,41,55,92,High Risk of Failure
S78872,Female,12,Yes,74,86,83,83,85,88,Eligible for Advanced Courses
S78873,Male,9,Yes,79,83,72,76,87,88,Eligible for Advanced Courses
S78874,Male,10,Yes,100,87,89,77,100,91,Eligible for Advanced Courses
S78875,Male,9,No,39,33,30,35,30,62,High Risk of Failure
S78876,Male,12,Yes,97,100,100,96,100,95,Eligible for Advanced Courses
S78877,Male,12,No,86,95,96,84,100,85,Eligible for Advanced Courses
S78878,Male,10,Yes,96,96,96,90,100,91,Eligible for Advanced Courses
S78879,Male,12,Yes,39,41,33,30,45,74,High Risk of Failure
S78880,Male,10,Yes,83,76,63,79,87,99,Eligible for Advanced Courses
S78881,Male,12,Yes,78,78,79,73,97,88,Eligible for Advanced Courses
S78882,Female,10,Yes,77,74,87,77,68,85,Eligible for Advanced Courses
S78883,Male,11,Yes,75,82,83,71,89,85,Eligible for Advanced Courses
S78884,Female,10,Yes,100,96,93,85,100,91,Eligible for Advanced Courses
S78885,Female,12,Yes,57,47,46,37,57,83,High Risk of Failure
S78886,Male,11,Yes,97,88,87,74,99,99,Eligible for Advanced Courses
S78887,Female,10,Yes,87,85,89,88,82,100,Eligible for Advanced Courses
S78888,Male,9,No,46,38,41,34,44,86,High Risk of Failure
S78889,Female,11,Yes,76,69,68,73,92,94,Eligible for Advanced Courses
S78890,Male,9,Yes,51,39,45,46,66,77,High Risk of Failure
S78891,Female,10,No,47,46,43,32,58,77,High Risk of Failure
S78892,Female,9,Yes,89,87,99,84,100,96,Eligible for Advanced Courses
S78893,Male,12,Yes,97,93,89,79,87,100,Eligible for Advanced Courses
S78894,Male,12,Yes,77,84,70,72,84,92,Eligible for Advanced Courses
S78895,Female,11,Yes,75,73,62,65,100,91,Eligible for Advanced Courses
S78896,Male,12,Yes,39,46,33,47,66,79,High Risk of Failure
S78897,Female,11,Yes,88,86,88,80,77,91,Eligible for Advanced Courses
S78898,Male,10,Yes,79,76,79,70,100,86,Eligible for Advanced Courses
S78899,Female,11,Yes,51,57,36,49,54,92,High Risk of Failure
S78900,Male,12,No,99,100,90,88,95,99,Eligible for Advanced Courses
S78901,Female,11,No,80,83,76,78,74,90,Eligible for Advanced Courses
S78902,Female,11,Yes,43,35,31,51,58,70,High Risk of Failure
S78903,Female,10,Yes,78,79,64,86,76,100,Eligible for Advanced Courses
S78904,Male,10,Yes,47,42,53,50,54,86,High Risk of Failure
S78905,Male,9,No,95,97,96,99,100,88,Eligible for Advanced Courses
S78906,Male,9,Yes,84,91,67,85,94,93,Eligible for Advanced Courses
S78907,Male,11,No,81,78,59,74,88,90,Eligible for Advanced Courses
S78908,Male,12,Yes,76,80,67,82,88,97,Eligible for Advanced Courses
S78909,Male,12,Yes,92,96,92,85,83,93,Eligible for Advanced Courses
S78910,Male,10,Yes,80,74,69,79,73,89,Eligible for Advanced Courses
S78911,Female,12,Yes,39,37,41,33,50,97,High Risk of Failure
S78912,Male,11,Yes,81,70,76,72,88,90,Eligible for Advanced Courses
S78913,Female,9,Yes,44,45,30,38,68,87,High Risk of Failure
S78914,Female,12,Yes,46,45,45,42,46,100,High Risk of Failure
S78915,Male,11,Yes,89,83,86,84,96,93,Eligible for Advanced Courses
S78916,Male,9,Yes,52,46,37,39,44,94,High Risk of Failure
S78917,Male,9,Yes,82,89,75,85,94,92,Eligible for Advanced Courses
S78918,Female,12,Yes,72,74,83,80,93,95,Eligible for Advanced Courses
S78919,Male,11,Yes,54,56,36,42,60,83,High Risk of Failure
S78920,Female,10,No,80,84,69,72,80,99,Eligible for Advanced Courses
S78921,Male,10,Yes,88,82,87,78,88,85,Eligible for Advanced Courses
S78922,Female,10,Yes,49,45,31,44,30,90,High Risk of Failure
S78923,Female,12,No,79,91,79,71,91,96,Eligible for Advanced Courses
S78924,Female,9,Yes,89,94,93,84,100,96,Eligible for Advanced Courses
S78925,Female,11,Yes,83,84,82,85,75,99,Eligible for Advanced Courses
S78926,Male,12,Yes,86,79,82,78,100,100,Eligible for Advanced Courses
S78927,Female,9,No,84,76,80,80,83,100,Eligible for Advanced Courses
S78928,Male,11,Yes,97,93,96,82,100,92,Eligible for Advanced Courses
S78929,Female,12,Yes,53,58,37,35,40,79,High Risk of Failure
S78930,Male,9,Yes,45,37,35,30,41,83,High Risk of Failure
S78931,Female,9,Yes,82,90,92,81,82,92,Eligible for Advanced Courses
S78932,Male,10,Yes,96,86,82,83,93,88,Eligible for Advanced Courses
S78933,Female,12,Yes,80,94,86,78,99,85,Eligible for Advanced Courses
S78934,Male,9,Yes,96,87,86,84,91,91,Eligible for Advanced Courses
S78935,Male,10,Yes,99,100,93,100,100,91,Eligible for Advanced Courses
S78936,Female,11,Yes,89,88,99,100,96,89,Eligible for Advanced Courses
S78937,Male,12,No,40,50,33,31,34,83,High Risk of Failure
S78938,Male,11,Yes,100,91,99,93,100,89,Eligible for Advanced Courses
S78939,Male,12,No,42,44,37,34,45,81,High Risk of Failure
S78940,Male,10,Yes,89,90,84,78,100,90,Eligible for Advanced Courses
S78941,Male,9,Yes,77,82,76,74,92,100,Eligible for Advanced Courses
S78942,Female,9,Yes,100,100,100,94,100,89,Eligible for Advanced Courses
S78943,Female,10,No,86,78,80,81,88,92,Eligible for Advanced Courses
S78944,Female,9,Yes,45,46,39,34,31,75,High Risk of Failure
S78945,Female,10,Yes,86,86,72,85,81,91,Eligible for Advanced Courses
S78946,Male,12,Yes,54,49,31,37,48,79,High Risk of Failure
S78947,Female,11,Yes,88,90,78,80,100,96,Eligible for Advanced Courses
S78948,Male,10,Yes,49,57,45,33,51,80,High Risk of Failure
S78949,Female,9,Yes,87,93,83,73,73,89,Eligible for Advanced Courses
S78950,Male,10,Yes,99,95,97,92,100,98,Eligible for Advanced Courses
S78951,Male,12,Yes,33,34,34,30,45,72,High Risk of Failure
S78952,Male,12,Yes,50,52,30,50,60,87,High Risk of Failure
S78953,Male,12,Yes,44,42,43,48,72,85,High Risk of Failure
S78954,Male,12,No,44,43,33,30,49,90,High Risk of Failure
S78955,Female,11,Yes,47,31,45,33,68,90,High Risk of Failure
S78956,Female,11,Yes,30,52,43,36,71,78,High Risk of Failure
S78957,Female,9,Yes,63,48,42,46,50,76,High Risk of Failure
S78958,Female,10,Yes,44,42,60,39,47,80,High Risk of Failure
S78959,Male,12,Yes,49,54,46,43,49,87,High Risk of Failure
S78960,Male,9,Yes,48,49,42,44,54,76,High Risk of Failure
S78961,Male,11,No,52,45,39,46,58,85,High Risk of Failure
S78962,Male,11,Yes,48,48,51,36,52,68,High Risk of Failure
S78963,Male,9,Yes,51,53,41,35,46,77,High Risk of Failure
S78964,Male,11,Yes,30,34,30,30,30,65,High Risk of Failure
S78965,Male,11,Yes,46,39,34,40,69,95,High Risk of Failure
S78966,Female,9,Yes,41,47,37,41,62,77,High Risk of Failure
S78967,Male,12,Yes,47,60,45,33,63,81,High Risk of Failure
S78968,Female,9,Yes,43,30,36,37,38,76,High Risk of Failure
S78969,Male,11,Yes,49,56,42,44,58,77,High Risk of Failure
S78970,Male,11,Yes,55,56,39,45,48,75,High Risk of Failure
S78971,Female,10,Yes,47,34,59,39,45,69,High Risk of Failure
